#                     M                   Fe/H   DeltaCN_corr_APOKASC  DeltaCN_corr_Shetrone              r_brown_1              r_kip_0.1                r_kip_2              r_kip_700             R0_brown_1             R0_kip_0.1               R0_kip_2             R0_kip_700            tau_brown_1            tau_kip_0.1              tau_kip_2            tau_kip_700
          0.9000000000,         -1.2000000000,                   nan,          0.6700000000,          0.0001576420,          0.0001342177,          0.0001734435,          0.0007270163,       3447.6675122866,       1033.9469441111,       3506.9556027345,       8140.3580990928,          0.0000000505,          0.0000001252,          0.0000000551,          0.0000000943
          0.9000000000,         -1.0000000000,                   nan,          0.4800000000,          0.0001759942,          0.0001445465,          0.0001733573,          0.0007790442,       3837.6881014548,       1006.9590004191,       3934.6600519884,       8862.7518596733,          0.0000000522,          0.0000001391,          0.0000000501,          0.0000000884
          0.9000000000,         -0.8000000000,          0.5200000000,          0.3600000000,          0.0001990423,          0.0001580185,          0.0001981325,          0.0009940511,       3908.6495089348,        985.3555283703,       3975.7872363910,       9484.3308393636,          0.0000000574,          0.0000001556,          0.0000000555,          0.0000001136
          0.9000000000,         -0.6000000000,          0.2900000000,          0.2700000000,          0.0002598263,          0.0001751788,          0.0002615671,          0.0013984885,       3664.6642849763,        966.5512193569,       3411.9010753990,       7935.0617636379,          0.0000000849,          0.0000001776,          0.0000000876,          0.0000001829
          0.9000000000,         -0.4000000000,          0.1600000000,          0.2100000000,          0.0002860170,          0.0001949406,          0.0003086223,          0.0014254783,       3557.1871888672,        957.9490992617,       3406.8263659167,       8020.2294814058,          0.0000000896,          0.0000002007,          0.0000000977,          0.0000001724
          1.1000000000,         -0.4000000000,          0.1300000000,                   nan,          0.0003734347,          0.0002390228,          0.0003634133,          0.0014701976,       5696.8682580975,       1290.5939885996,       5136.3991199159,       9694.3943838184,          0.0000000766,          0.0000001849,          0.0000000774,          0.0000001772
          1.3000000000,         -0.4000000000,          0.0700000000,                   nan,          0.0004475989,          0.0002725184,          0.0004455054,          0.0012571602,       9064.1842304287,       1680.2210372099,       6779.2870018234,      11597.2217483202,          0.0000000565,          0.0000001640,          0.0000000754,          0.0000001070
          1.5000000000,         -0.4000000000,          0.1000000000,                   nan,          0.0005364518,          0.0002890373,          0.0005270228,          0.0015984420,      12625.3014785585,       2045.0738576704,       8581.6829566435,      14325.4791969893,          0.0000000491,          0.0000001422,          0.0000000678,          0.0000001080
          0.9000000000,         -0.2000000000,          0.2000000000,                   nan,          0.0003737048,          0.0002270585,          0.0003592508,          0.0018136411,       3624.6106106278,        955.8025394346,       3516.0406399503,       8241.8434614739,          0.0000001106,          0.0000002352,          0.0000001099,          0.0000002276
          1.1000000000,         -0.2000000000,          0.1100000000,                   nan,          0.0004785007,          0.0002789396,          0.0004492441,          0.0015591783,       5402.8710201718,       1286.3051385132,       5190.9562148872,       9665.2305384037,          0.0000001017,          0.0000002169,          0.0000000993,          0.0000001769
          1.3000000000,         -0.2000000000,          0.0900000000,                   nan,          0.0005900146,          0.0003194790,          0.0005475711,          0.0016082356,       7834.1063419530,       1674.1061898421,       6756.1501470190,      11308.5762505255,          0.0000000881,          0.0000001939,          0.0000000931,          0.0000001491
          1.5000000000,         -0.2000000000,          0.1000000000,                   nan,          0.0006937769,          0.0003405920,          0.0006499172,          0.0017290298,      13218.5152712740,       2057.5022276042,       8315.8385497002,      15394.0478056171,          0.0000000578,          0.0000001673,          0.0000000867,          0.0000001111
          1.1000000000,          0.0000000000,          0.1400000000,                   nan,          0.0005893257,          0.0003184332,          0.0005440905,          0.0022428841,       5775.0304430468,       1295.6876652418,       5530.7387204118,       8219.0082786336,          0.0000001119,          0.0000002490,          0.0000001089,          0.0000002401
          1.3000000000,          0.0000000000,          0.0500000000,                   nan,          0.0007222552,          0.0003679651,          0.0006410955,          0.0021020371,       9576.9791938586,       1696.0246103318,       8509.0722026471,      10388.6783284081,          0.0000000875,          0.0000002208,          0.0000000850,          0.0000001775
          1.5000000000,          0.0000000000,          0.0900000000,                   nan,          0.0008462641,          0.0003945835,          0.0007780049,          0.0022507398,      13230.1755779120,       2099.0330544068,      10197.3045783235,      14896.2108224954,          0.0000000772,          0.0000001899,          0.0000000851,          0.0000001432
          1.7000000000,          0.0000000000,          0.0200000000,                   nan,          0.0010725260,          0.0004219461,          0.0009266760,          0.0027505961,      18103.6397384572,       2592.8304229255,      10415.4118130633,      20780.2467748045,          0.0000000676,          0.0000001637,          0.0000000966,          0.0000001284
          1.1000000000,          0.2000000000,          0.1200000000,                   nan,          0.0007170053,          0.0003744727,          0.0006785389,          0.0022599988,       5716.1269333705,       1321.8152425493,       5396.6224313408,       9403.9097006808,          0.0000001397,          0.0000002868,          0.0000001397,          0.0000002598
          1.3000000000,          0.2000000000,          0.0000000000,                   nan,          0.0009387001,          0.0004348719,          0.0008284847,          0.0031680292,       9458.9915786614,       1740.7143555013,       7813.5524753357,      10684.7183104494,          0.0000001110,          0.0000002551,          0.0000001161,          0.0000002828
          1.5000000000,          0.2000000000,          0.0100000000,                   nan,          0.0011209547,          0.0004702774,          0.0009840846,          0.0026655022,      15604.2095131623,       2185.8869630927,       9845.8844225581,      16545.4974836317,          0.0000000810,          0.0000002174,          0.0000001132,          0.0000001613
          1.7000000000,          0.2000000000,          0.0000000000,                   nan,          0.0014212034,          0.0005080089,          0.0011922642,          0.0031765179,      21070.2106882291,       2744.2658621002,      11059.5685141391,      23657.7138962748,          0.0000000765,          0.0000001859,          0.0000001162,          0.0000001380
          1.1000000000,          0.4000000000,          0.0400000000,                   nan,          0.0010024105,          0.0004466969,          0.0009171550,          0.0028932462,       6525.7990456073,       1393.7287050014,       5444.8468048419,       9258.7959566260,          0.0000001698,          0.0000003261,          0.0000001852,          0.0000003199
          1.3000000000,          0.4000000000,          0.0100000000,                   nan,          0.0012373205,          0.0005165140,          0.0010378964,          0.0031932294,      10045.3769722124,       1853.7847066155,       9498.6394252588,      12735.0522786396,          0.0000001426,          0.0000002859,          0.0000001213,          0.0000002175
